[] Kind: captions
[] Language: pt
[00:00:00,080] Fala<00:00:00.359><c> galera</c><00:00:00.799><c> eu</c><00:00:01.000><c> tô</c><00:00:01.199><c> aqui</c><00:00:01.319><c> na</c><00:00:01.640><c> Embraer</c><00:00:02.480><c> no</c>
[00:32:40,440] visual<00:32:40.720><c> com</c><00:32:41.039><c> a</c><00:32:41.159><c> cidade</c>
[00:32:42,950] visual com a cidade
[00:32:42,960] visual com a cidade
[00:32:42,960] é<00:32:43.960><c> Guarulhos</c><00:32:44.440><c> mesmo</c><00:32:44.639><c> que</c><00:32:44.720><c> tem</c><00:32:44.880><c> a</c><00:32:44.960><c> camada</c><00:32:45.760><c> do</c>
[00:32:45,870] é Guarulhos mesmo que tem a camada do
[00:32:45,880] é Guarulhos mesmo que tem a camada do
[00:32:45,880] voiro
[00:33:00,440] reduz<00:33:00.760><c> a</c><00:33:00.840><c> velocidade</c>
[00:33:07,159] 1609<00:33:08.399><c> para</c>
[00:33:13,360] velocidade<00:33:14.559><c> 561</c>
[00:33:16,350] velocidade 561
[00:33:16,360] velocidade 561
[00:33:16,360] 7e<00:33:17.360><c> reduzindo</c><00:33:17.799><c> a</c>
[00:33:19,509] 7e reduzindo a
[00:33:19,519] 7e reduzindo a
[00:33:19,519] velocidade
[00:33:21,629] velocidade
[00:33:21,639] velocidade
[00:33:24,440] para<00:33:25.440><c> is</c>
[00:33:32,000] estabilizado<00:33:32.600><c> pode</c><00:33:32.919><c> chamar</c><00:33:33.240><c> torre</c>
[00:33:33,549] estabilizado pode chamar torre
[00:33:33,559] estabilizado pode chamar torre
[00:33:33,559] frequência<00:33:34.000><c> 1</c><00:33:34.200><c> 35</c><00:33:34.559><c> de</c><00:33:35.000><c> 2</c><00:33:35.760><c> gente</c><00:33:36.159><c> estabiliz</c><00:33:36.600><c> 352</c>
[00:33:41,559] gol
[00:33:51,679] 33<00:33:52.679><c> tor</c><00:33:53.159><c> Guarulhos</c>
[00:33:57,919] Quebec<00:33:58.200><c> no</c><00:33:58.440><c> zer</c>
[00:34:08,520] direita<00:34:09.520><c> 33</c><00:34:09.960><c> no</c><00:34:10.040><c> meio</c><00:34:10.520><c> São</c><00:34:10.639><c> Paulo</c><00:34:10.839><c> 2045</c><00:34:11.599><c> bom</c>
[00:34:11,869] direita 33 no meio São Paulo 2045 bom
[00:34:11,879] direita 33 no meio São Paulo 2045 bom
[00:34:11,879] voo
[00:34:13,869] voo
[00:34:13,879] voo
[00:34:13,879] s56<00:34:14.879><c> obrigado</c><00:34:15.159><c> bom</c>
[00:34:16,510] s56 obrigado bom
[00:34:16,520] s56 obrigado bom
[00:34:16,520] dia<00:34:17.520><c> bom</c><00:34:17.800><c> dia</c><00:34:18.000><c> Torre</c><00:34:18.359><c> Guarulhos</c><00:34:18.760><c> aguarde</c>
[00:34:19,069] dia bom dia Torre Guarulhos aguarde
[00:34:19,079] dia bom dia Torre Guarulhos aguarde
[00:34:19,079] autorização<00:34:19.520><c> de</c><00:34:19.639><c> pouso</c><00:34:19.919><c> no</c><00:34:20.119><c> zero</c><00:34:20.399><c> direita</c>
[00:34:20,950] autorização de pouso no zero direita
[00:34:20,960] autorização de pouso no zero direita
[00:34:20,960] ajuste<00:34:21.520><c> no</c><00:34:21.960><c> 0</c><00:34:23.359><c> teto</c>
[00:34:25,230] ajuste no 0 teto
[00:34:25,240] ajuste no 0 teto
[00:34:25,240] 200<00:34:26.240><c> aguardando</c><00:34:26.639><c> pouso</c><00:34:26.879><c> para</c>
[00:34:33,879] já<00:34:34.079><c> foi</c><00:34:34.919><c> tem</c><00:34:35.119><c> caso</c>
[00:34:38,839] detida
[00:34:44,200] posições
[00:34:55,520] oked<00:34:56.520><c> 11</c>
[00:34:58,270] oked 11
[00:34:58,280] oked 11
[00:34:58,280] tem<00:34:58.680><c> V</c><00:34:59.680><c> Tá</c><00:34:59.839><c> Ok</c><00:35:00.160><c> nos</c><00:35:00.560><c> mínimos</c><00:35:01.079><c> então</c><00:35:01.400><c> tá</c><00:35:01.760><c> então</c>
[00:35:02,069] tem V Tá Ok nos mínimos então tá então
[00:35:02,079] tem V Tá Ok nos mínimos então tá então
[00:35:02,079] fica<00:35:02.680><c> atento</c><00:35:03.160><c> quanto</c><00:35:03.520><c> ao</c>
[00:35:05,230] fica atento quanto ao
[00:35:05,240] fica atento quanto ao
[00:35:05,240] al0<00:35:06.240><c> decolagem</c><00:35:06.720><c> autorizado</c><00:35:07.240><c> no</c><00:35:07.440><c> zer</c><00:35:07.680><c> esquerda</c>
[00:35:08,270] al0 decolagem autorizado no zer esquerda
[00:35:08,280] al0 decolagem autorizado no zer esquerda
[00:35:08,280] autoriz<00:35:08.839><c> decolagem</c><00:35:09.240><c> go</c><00:35:09.480><c> 760</c><00:35:10.040><c> noer</c><00:35:10.400><c> esquerda</c>
[00:35:11,030] autoriz decolagem go 760 noer esquerda
[00:35:11,040] autoriz decolagem go 760 noer esquerda
[00:35:11,040] go<00:35:11.400><c> no</c><00:35:12.079><c> 5</c><00:35:12.320><c> na</c><00:35:12.440><c> bravo</c><00:35:12.760><c> bravo</c><00:35:13.079><c> mantenha</c><00:35:13.480><c> antes</c><00:35:13.760><c> da</c>
[00:35:13,870] go no 5 na bravo bravo mantenha antes da
[00:35:13,880] go no 5 na bravo bravo mantenha antes da
[00:35:13,880] bar
[00:35:16,839] autorização<00:35:17.839><c> possí</c><00:35:18.200><c> a</c><00:35:18.280><c> gente</c><00:35:18.440><c> vai</c>
[00:35:21,240] ver<00:35:22.240><c> ok</c>
[00:35:24,069] ver ok
[00:35:24,079] ver ok
[00:35:24,079] obrigada<00:35:25.079><c> a</c><00:35:25.160><c> informação</c><00:35:25.520><c> do</c><00:35:25.640><c> trfego</c><00:35:26.119><c> FR</c><00:35:26.560><c> é</c>
[00:35:26,950] obrigada a informação do trfego FR é
[00:35:26,960] obrigada a informação do trfego FR é
[00:35:26,960] negativo<00:35:27.320><c> poderia</c><00:35:27.760><c> confirmar</c><00:35:28.320><c> avistou</c><00:35:28.880><c> nos</c>
[00:35:29,069] negativo poderia confirmar avistou nos
[00:35:29,079] negativo poderia confirmar avistou nos
[00:35:29,079] mínimos<00:35:29.720><c> categoria</c><00:35:30.079><c> dois</c><00:35:30.359><c> Ok</c><00:35:30.680><c> o</c><00:35:30.760><c> ajuste</c><00:35:31.040><c> 1</c><00:35:31.320><c> 09</c>
[00:35:31,910] mínimos categoria dois Ok o ajuste 1 09
[00:35:31,920] mínimos categoria dois Ok o ajuste 1 09
[00:35:31,920] uma<00:35:32.119><c> centena</c><00:35:32.400><c> 1</c><00:35:32.760><c> 09</c><00:35:33.240><c> pouso</c><00:35:33.520><c> autorizado</c><00:35:33.920><c> no</c><00:35:34.160><c> zer</c>
[00:35:34,670] uma centena 1 09 pouso autorizado no zer
[00:35:34,680] uma centena 1 09 pouso autorizado no zer
[00:35:34,680] direita<00:35:35.680><c> quem</c><00:35:36.240><c> tá</c><00:35:36.359><c> cente</c><00:35:36.640><c> das</c><00:35:36.760><c> condições</c>
[00:35:37,150] direita quem tá cente das condições
[00:35:37,160] direita quem tá cente das condições
[00:35:37,160] autorizar<00:35:37.480><c> o</c><00:35:37.560><c> pouso</c><00:35:37.760><c> no</c><00:35:37.880><c> zero</c><00:35:38.119><c> direito</c><00:35:38.440><c> Golf</c>
[00:35:39,030] autorizar o pouso no zero direito Golf
[00:35:39,040] autorizar o pouso no zero direito Golf
[00:35:39,040] Ok<00:35:39.400><c> tan</c><00:35:39.720><c> 454</c><00:35:40.480><c> correção</c><00:35:41.000><c> tan</c><00:35:41.359><c> 3540</c><00:35:42.359><c> Bom</c><00:35:42.480><c> dia</c><00:35:42.599><c> al</c>
[00:35:42,829] Ok tan 454 correção tan 3540 Bom dia al
[00:35:42,839] Ok tan 454 correção tan 3540 Bom dia al
[00:35:42,839] mant<00:35:43.119><c> no</c><00:35:43.240><c> zero</c><00:35:43.400><c> esquerdao</c><00:35:43.920><c> Bom</c><00:35:44.240><c> dia</c><00:35:44.359><c> ali</c>
[00:35:44,870] mant no zero esquerdao Bom dia ali
[00:35:44,880] mant no zero esquerdao Bom dia ali
[00:35:44,880] mantenham<00:35:45.359><c> no</c><00:35:45.480><c> zero</c><00:35:45.680><c> esquerdo</c><00:35:46.000><c> tá</c><00:35:46.240><c> 35</c><00:35:46.680><c> 40</c>
[00:35:58,040] no<00:35:58.119><c> meiao</c><00:35:58.599><c> C</c><00:35:58.839><c> bravo</c><00:35:59.119><c> bravo</c><00:35:59.520><c> Cruze</c><00:36:00.400><c> esquerda</c><00:36:00.960><c> o</c>
[00:36:01,069] no meiao C bravo bravo Cruze esquerda o
[00:36:01,079] no meiao C bravo bravo Cruze esquerda o
[00:36:01,079] cruzamento<00:36:01.560><c> mantenha</c><00:36:02.040><c> antes</c><00:36:02.319><c> do</c><00:36:02.480><c> Bravo</c><00:36:02.839><c> chama</c>
[00:36:03,109] cruzamento mantenha antes do Bravo chama
[00:36:03,119] cruzamento mantenha antes do Bravo chama
[00:36:03,119] solo<00:36:03.319><c> 2</c><00:36:03.560><c> me</c>
[00:36:04,790] solo 2 me
[00:36:04,800] solo 2 me
[00:36:04,800] decimal<00:36:05.800><c> na</c><00:36:06.040><c> bravo</c><00:36:06.359><c> bravo</c><00:36:06.880><c> cruza</c><00:36:07.119><c> a</c><00:36:07.440><c> 1</c><00:36:07.839><c> z0</c>
[00:36:08,349] decimal na bravo bravo cruza a 1 z0
[00:36:08,359] decimal na bravo bravo cruza a 1 z0
[00:36:08,359] esquerda<00:36:09.359><c> mantém</c><00:36:09.720><c> a</c><00:36:09.800><c> bravo</c><00:36:10.119><c> bravo</c><00:36:10.560><c> antes</c>
[00:36:10,829] esquerda mantém a bravo bravo antes
[00:36:10,839] esquerda mantém a bravo bravo antes
[00:36:10,839] chama<00:36:11.240><c> antes</c><00:36:11.480><c> da</c><00:36:11.599><c> bravo</c><00:36:11.880><c> bravo</c><00:36:12.119><c> chama</c><00:36:12.280><c> 269</c><00:36:12.920><c> gol</c>
[00:36:13,150] chama antes da bravo bravo chama 269 gol
[00:36:13,160] chama antes da bravo bravo chama 269 gol
[00:36:13,160] no<00:36:13.319><c> menos</c><00:36:14.000><c> isso</c><00:36:14.280><c> antes</c><00:36:14.640><c> da</c><00:36:14.800><c> Bravo</c>
[00:36:21,520] positivo<00:36:22.520><c> go</c><00:36:23.000><c> 76</c><00:36:23.520><c> 80</c><00:36:24.040><c> chame</c><00:36:24.400><c> São</c><00:36:24.520><c> Paulo</c><00:36:24.720><c> 2045</c>
[00:36:25,630] positivo go 76 80 chame São Paulo 2045
[00:36:25,640] positivo go 76 80 chame São Paulo 2045
[00:36:25,640] bom<00:36:25.839><c> voo</c><00:36:26.359><c> 2045</c><00:36:27.280><c> obrigado</c><00:36:27.640><c> bom</c><00:36:27.839><c> dia</c><00:36:28.240><c> bom</c>
[00:36:30,190] bom voo 2045 obrigado bom dia bom
[00:36:30,200] bom voo 2045 obrigado bom dia bom
[00:36:30,200] dia<00:36:31.200><c> S</c><00:36:31.960><c> Guarulhos</c><00:36:32.440><c> uma</c><00:36:32.599><c> boa</c><00:36:33.160><c> 3397</c><00:36:34.160><c> final</c><00:36:34.440><c> ils</c>
[00:36:35,430] dia S Guarulhos uma boa 3397 final ils
[00:36:35,440] dia S Guarulhos uma boa 3397 final ils
[00:36:35,440] da<00:36:35.640><c> direita</c><00:36:36.440><c> B</c><00:36:37.079><c> 3397</c><00:36:38.079><c> tor</c><00:36:38.400><c> guarulos</c><00:36:38.760><c> agora</c>
[00:36:39,069] da direita B 3397 tor guarulos agora
[00:36:39,079] da direita B 3397 tor guarulos agora
[00:36:39,079] autorização<00:36:39.599><c> de</c><00:36:39.680><c> pouso</c><00:36:39.960><c> pist</c><00:36:40.319><c> no</c><00:36:40.440><c> zer</c><00:36:40.680><c> direita</c>
[00:36:41,109] autorização de pouso pist no zer direita
[00:36:41,119] autorização de pouso pist no zer direita
[00:36:41,119] J<00:36:41.480><c> no</c><00:36:41.960><c> 09</c><00:36:42.960><c> no</c>
[00:36:44,870] J no 09 no
[00:36:44,880] J no 09 no
[00:36:47,400] Ok<00:36:48.400><c> tem</c><00:36:48.560><c> nove</c><00:36:48.800><c> de</c><00:36:48.960><c> proa</c><00:36:49.319><c> três</c><00:36:49.680><c> de</c><00:36:49.800><c> esquerda</c><00:36:50.680><c> BRF</c>
[00:36:51,230] Ok tem nove de proa três de esquerda BRF
[00:36:51,240] Ok tem nove de proa três de esquerda BRF
[00:36:51,240] mais<00:36:51.560><c> do</c>
[00:37:04,760] 3<00:37:05.760><c> visual</c><00:37:06.119><c> comss</c><00:37:07.000><c> visual</c><00:37:07.359><c> prossegue</c><00:37:07.760><c> ling</c>
[00:37:13,319] ok<00:37:14.319><c> ail</c>
[00:37:37,000] 35<00:37:37.520><c> 40</c><00:37:38.200><c> vento</c><00:37:38.560><c> 090</c><00:37:39.280><c> gra</c><00:37:39.560><c> 99</c><00:37:40.079><c> decolagem</c>
[00:37:40,470] 35 40 vento 090 gra 99 decolagem
[00:37:40,480] 35 40 vento 090 gra 99 decolagem
[00:37:40,480] autorizada<00:37:40.880><c> pisto</c><00:37:41.200><c> no</c><00:37:41.319><c> zero</c>
[00:37:42,349] autorizada pisto no zero
[00:37:42,359] autorizada pisto no zero
[00:37:42,359] esquerda<00:37:43.359><c> decolagem</c><00:37:44.000><c> 10</c><00:37:44.440><c> da</c><00:37:44.640><c> esquerda</c>
[00:37:49,839] 3540<00:37:50.839><c> livra</c><00:37:51.480><c> próxima</c><00:37:51.920><c> direita</c><00:37:52.240><c> Na</c><00:37:52.520><c> tango</c><00:37:52.920><c> após</c>
[00:37:53,270] 3540 livra próxima direita Na tango após
[00:37:53,280] 3540 livra próxima direita Na tango após
[00:37:53,280] livrar<00:37:53.560><c> ch</c><00:37:53.839><c> solo</c><00:37:54.079><c> 26</c><00:37:54.440><c> de</c><00:37:55.440><c> direita</c><00:37:55.760><c> tango</c><00:37:56.040><c> 269</c>
[00:37:56,750] livrar ch solo 26 de direita tango 269
[00:37:56,760] livrar ch solo 26 de direita tango 269
[00:37:56,760] Bom<00:37:56.920><c> dia</c>
[00:38:08,680] Guarulhos<00:38:09.680><c> muito</c><00:38:09.880><c> bom</c>
[00:38:16,040] dia<00:38:17.040><c> Serra</c><00:38:17.720><c> 12</c><00:38:18.359><c> Golf</c>
[00:38:31,160] o<00:38:32.160><c> 2</c>
[00:38:37,119] no<00:38:38.119><c> mas</c><00:38:38.680><c> bem</c><00:38:38.880><c> didático</c><00:38:39.359><c> bem</c><00:38:39.520><c> simulador</c><00:38:40.000><c> mesmo</c>
[00:38:40,630] no mas bem didático bem simulador mesmo
[00:38:40,640] no mas bem didático bem simulador mesmo
[00:38:40,640] hein<00:38:41.640><c> mesmas</c><00:38:42.079><c> condições</c><00:38:42.520><c> o</c>
[00:38:43,589] hein mesmas condições o
[00:38:43,599] hein mesmas condições o
[00:38:43,599] 161<00:38:44.599><c> a</c><00:38:44.680><c> gente</c><00:38:44.839><c> fala</c><00:38:45.000><c> bem</c><00:38:45.240><c> simulador</c><00:38:45.680><c> porque</c><00:38:46.440><c> no</c>
[00:38:46,670] 161 a gente fala bem simulador porque no
[00:38:46,680] 161 a gente fala bem simulador porque no
[00:38:46,680] treinamento<00:38:47.200><c> simulador</c><00:38:48.000><c> os</c><00:38:48.160><c> instrutores</c>
[00:38:48,630] treinamento simulador os instrutores
[00:38:48,640] treinamento simulador os instrutores
[00:38:48,640] geralmente<00:38:49.000><c> colocam</c><00:38:49.800><c> nos</c><00:38:50.119><c> mínimos</c><00:38:50.520><c> dos</c>
[00:38:50,829] geralmente colocam nos mínimos dos
[00:38:50,839] geralmente colocam nos mínimos dos
[00:38:50,839] procedimentos<00:38:51.440><c> pra</c><00:38:51.640><c> gente</c><00:38:51.800><c> treinar</c>
[00:38:52,069] procedimentos pra gente treinar
[00:38:52,079] procedimentos pra gente treinar
[00:38:52,079] justamente<00:38:52.400><c> arremetidas</c><00:38:52.920><c> né</c><00:38:53.599><c> justamente</c><00:38:53.920><c> em</c>
[00:38:54,069] justamente arremetidas né justamente em
[00:38:54,079] justamente arremetidas né justamente em
[00:38:54,079] Guarulhos<00:38:54.480><c> né</c><00:38:55.079><c> em</c><00:38:55.200><c> Guarulhos</c><00:38:55.599><c> é</c><00:38:55.720><c> o</c><00:38:55.800><c> cenário</c><00:38:56.079><c> do</c>
[00:38:56,190] Guarulhos né em Guarulhos é o cenário do
[00:38:56,200] Guarulhos né em Guarulhos é o cenário do
[00:38:56,200] simulador<00:38:56.599><c> que</c><00:38:56.680><c> a</c><00:38:56.760><c> gente</c><00:38:56.920><c> faz</c><00:38:57.079><c> é</c><00:38:57.760><c> muito</c>
[00:38:58,589] simulador que a gente faz é muito
[00:38:58,599] simulador que a gente faz é muito
[00:38:58,599] Guar<00:38:59.599><c> a</c><00:38:59.720><c> gente</c><00:38:59.920><c> tá</c><00:39:00.000><c> bem</c><00:39:00.119><c> habituado</c><00:39:00.599><c> essas</c>
[00:39:00,829] Guar a gente tá bem habituado essas
[00:39:00,839] Guar a gente tá bem habituado essas
[00:39:00,839] condições<00:39:01.520><c> é</c><00:39:02.119><c> então</c><00:39:03.000><c> tá</c><00:39:03.119><c> aí</c><00:39:03.280><c> ó</c><00:39:03.680><c> ficou</c><00:39:04.680><c> um</c><00:39:04.880><c> vídeo</c>
[00:39:05,109] condições é então tá aí ó ficou um vídeo
[00:39:05,119] condições é então tá aí ó ficou um vídeo
[00:39:05,119] bem<00:39:05.440><c> legal</c><00:39:05.960><c> vistamos</c><00:39:06.520><c> nos</c>
[00:39:07,910] bem legal vistamos nos
[00:39:07,920] bem legal vistamos nos
[00:39:07,920] mínimos<00:39:08.920><c> realmente</c><00:39:09.480><c> quando</c><00:39:09.800><c> atingiu</c><00:39:10.319><c> 200</c><00:39:11.160><c> pés</c>
[00:39:11,829] mínimos realmente quando atingiu 200 pés
[00:39:11,839] mínimos realmente quando atingiu 200 pés
[00:39:11,839] cantou<00:39:12.240><c> mínimos</c><00:39:12.800><c> a</c><00:39:13.440><c> gente</c><00:39:14.319><c> teve</c><00:39:14.680><c> contato</c>
[00:39:14,950] cantou mínimos a gente teve contato
[00:39:14,960] cantou mínimos a gente teve contato
[00:39:14,960] visual<00:39:15.280><c> com</c><00:39:15.400><c> as</c><00:39:15.599><c> luzes</c><00:39:15.920><c> antes</c><00:39:16.599><c> da</c><00:39:16.720><c> pista</c><00:39:16.920><c> que</c>
[00:39:17,030] visual com as luzes antes da pista que
[00:39:17,040] visual com as luzes antes da pista que
[00:39:17,040] chama<00:39:17.200><c> als</c>
[00:39:19,870] chama als
[00:39:19,880] chama als
[00:39:19,880] né<00:39:21.280><c> SY</c><00:39:22.280><c> E</c><00:39:23.119><c> aí</c><00:39:23.400><c> a</c><00:39:23.480><c> gente</c><00:39:23.720><c> então</c><00:39:24.240><c> prossegue</c><00:39:24.680><c> o</c>
[00:39:25,109] né SY E aí a gente então prossegue o
[00:39:25,119] né SY E aí a gente então prossegue o
[00:39:25,119] pouso<00:39:25.520><c> dali</c><00:39:25.760><c> pra</c><00:39:25.960><c> frente</c><00:39:26.359><c> caso</c><00:39:26.599><c> não</c>
[00:39:26,750] pouso dali pra frente caso não
[00:39:26,760] pouso dali pra frente caso não
[00:39:26,760] tivéssemos<00:39:27.480><c> avistado</c><00:39:28.359><c> o</c><00:39:28.640><c> als</c><00:39:29.200><c> ou</c><00:39:29.359><c> a</c><00:39:29.520><c> pista</c>
[00:39:30,030] tivéssemos avistado o als ou a pista
[00:39:30,040] tivéssemos avistado o als ou a pista
[00:39:30,040] daquele<00:39:30.640><c> ponto</c><00:39:30.880><c> ali</c><00:39:31.079><c> nós</c><00:39:31.240><c> teríamos</c><00:39:31.560><c> que</c><00:39:31.680><c> Ter</c>
[00:39:31,750] daquele ponto ali nós teríamos que Ter
[00:39:31,760] daquele ponto ali nós teríamos que Ter
[00:39:31,760] iniciado
[00:39:36,880] remida<00:39:37.880><c> Guarulhos</c><00:39:38.880><c> 4523</c><00:39:39.839><c> posição</c><00:39:40.160><c> 305</c>
[00:39:41,150] remida Guarulhos 4523 posição 305
[00:39:41,160] remida Guarulhos 4523 posição 305
[00:39:41,160] pushback<00:39:41.680><c> acionamento</c><00:39:42.480><c> gente</c>
[00:39:45,800] aguardando<00:39:46.800><c> tivemos</c><00:39:47.200><c> um</c><00:39:47.480><c> total</c><00:39:47.760><c> de</c><00:39:47.880><c> 25</c>
[00:39:48,470] aguardando tivemos um total de 25
[00:39:48,480] aguardando tivemos um total de 25
[00:39:48,480] minutos<00:39:49.079><c> de</c><00:39:49.240><c> vo</c><00:39:49.720><c> né</c><00:39:50.720><c> é</c><00:39:50.800><c> o</c><00:39:51.680><c> é</c><00:39:51.920><c> o</c><00:39:52.040><c> vo</c><00:39:52.319><c> é</c><00:39:52.400><c> o</c><00:39:52.520><c> curto</c>
[00:39:52,829] minutos de vo né é o é o vo é o curto
[00:39:52,839] minutos de vo né é o é o vo é o curto
[00:39:52,839] voo<00:39:53.079><c> longo</c>
[00:39:53,910] voo longo
[00:39:53,920] voo longo
[00:39:53,920] né<00:39:54.920><c> o</c><00:39:55.040><c> voo</c><00:39:55.280><c> longo</c><00:39:55.560><c> curto</c><00:39:56.319><c> curto</c><00:39:56.560><c> voo</c><00:39:56.760><c> longo</c>
[00:39:58,150] né o voo longo curto curto voo longo
[00:39:58,160] né o voo longo curto curto voo longo
[00:39:58,160] mas<00:39:58.480><c> pessoal</c><00:39:58.760><c> do</c><00:39:58.839><c> controle</c><00:39:59.119><c> agilizou</c>
[00:40:00,030] mas pessoal do controle agilizou
[00:40:00,040] mas pessoal do controle agilizou
[00:40:00,040] bastante<00:40:01.040><c> foi</c><00:40:01.160><c> bom</c><00:40:01.280><c> PR</c><00:40:01.359><c> caramba</c><00:40:01.960><c> é</c><00:40:02.040><c> negativo</c>
[00:40:02,430] bastante foi bom PR caramba é negativo
[00:40:02,440] bastante foi bom PR caramba é negativo
[00:40:02,440] ainda<00:40:02.880><c> ainda</c><00:40:03.079><c> não</c><00:40:03.319><c> está</c><00:40:03.480><c> pronto</c><00:40:03.720><c> tá</c><00:40:04.000><c> 33</c><00:40:04.560><c> 30</c><00:40:05.079><c> C</c>
[00:40:05,710] ainda ainda não está pronto tá 33 30 C
[00:40:05,720] ainda ainda não está pronto tá 33 30 C
[00:40:05,720] vou<00:40:06.119><c> no</c><00:40:06.200><c> 448</c><00:40:06.880><c> no</c><00:40:07.000><c> 31</c><00:40:07.520><c> autorizado</c><00:40:07.920><c> reporte</c>
[00:40:08,190] vou no 448 no 31 autorizado reporte
[00:40:08,200] vou no 448 no 31 autorizado reporte
[00:40:08,200] Pronto<00:40:08.599><c> alizador</c><00:40:09.040><c> está</c><00:40:09.200><c> vindo</c><00:40:09.480><c> autorizado</c>
[00:40:10,069] Pronto alizador está vindo autorizado
[00:40:10,079] Pronto alizador está vindo autorizado
[00:40:10,079] vai<00:40:10.160><c> reportar</c>
[00:40:11,710] vai reportar
[00:40:11,720] vai reportar
[00:40:11,720] fazend<00:40:12.720><c> 4523</c><00:40:13.400><c> coordena</c><00:40:13.720><c> com</c><00:40:13.880><c> P</c><00:40:14.280><c> 305</c>
[00:40:14,829] fazend 4523 coordena com P 305
[00:40:14,839] fazend 4523 coordena com P 305
[00:40:14,839] autorizado<00:40:15.839><c> para</c><00:40:15.920><c> o</c>
[00:40:18,200] tax<00:40:19.200><c> confirmar</c><00:40:19.520><c> autorização</c><00:40:19.880><c> foi</c><00:40:20.599><c> 4523</c>
[00:40:21,589] tax confirmar autorização foi 4523
[00:40:21,599] tax confirmar autorização foi 4523
[00:40:21,599] afirmo<00:40:22.000><c> coordena</c><00:40:22.400><c> comp</c><00:40:22.800><c> autorizado</c><00:40:23.160><c> ch</c>
[00:40:23,470] afirmo coordena comp autorizado ch
[00:40:23,480] afirmo coordena comp autorizado ch
[00:40:23,480] pronto<00:40:23.640><c> para</c><00:40:23.720><c> o</c><00:40:23.800><c> tax</c><00:40:24.839><c> 4523</c><00:40:25.839><c> na</c><00:40:26.000><c> 305</c><00:40:26.480><c> autorizado</c>
[00:40:27,670] pronto para o tax 4523 na 305 autorizado
[00:40:27,680] pronto para o tax 4523 na 305 autorizado
[00:40:27,680] chama<00:40:28.680><c> se</c><00:40:29.079><c> posicionar</c><00:40:30.079><c> sola</c><00:40:30.440><c> barulhos</c><00:40:30.920><c> uma</c>
[00:40:31,109] chama se posicionar sola barulhos uma
[00:40:31,119] chama se posicionar sola barulhos uma
[00:40:31,119] bota
[00:40:32,550] bota
[00:40:32,560] bota
[00:40:32,560] 453<00:40:33.560><c> 1</c><00:40:34.440><c> para</c><00:40:34.599><c> pushback</c><00:40:35.000><c> acionamento</c>
[00:40:36,950] 453 1 para pushback acionamento
[00:40:36,960] 453 1 para pushback acionamento
[00:40:36,960] 453<00:40:37.960><c> autorizado</c><00:40:38.440><c> reporte</c><00:40:38.760><c> pronto</c><00:40:38.960><c> para</c><00:40:39.040><c> o</c>
[00:40:39,109] 453 autorizado reporte pronto para o
[00:40:39,119] 453 autorizado reporte pronto para o
[00:40:39,119] táxi<00:40:39.800><c> autorizado</c><00:40:40.319><c> reportará</c><00:40:40.839><c> pronto</c><00:40:41.040><c> pro</c>
[00:40:41,230] táxi autorizado reportará pronto pro
[00:40:41,240] táxi autorizado reportará pronto pro
[00:40:41,240] táxi
[00:40:42,710] táxi
[00:40:42,720] táxi
[00:40:42,720] 4531<00:40:43.720><c> no</c><00:40:43.880><c> Men</c><00:40:44.119><c> 5</c><00:40:44.280><c> está</c><00:40:44.440><c> aguardando</c><00:40:44.800><c> liberação</c>
[00:40:45,069] 4531 no Men 5 está aguardando liberação
[00:40:45,079] 4531 no Men 5 está aguardando liberação
[00:40:45,079] do<00:40:45.160><c> 306</c><00:40:45.760><c> ainda</c><00:40:46.000><c> ocupado</c><00:40:46.599><c> s</c><00:40:47.599><c> no</c><00:40:47.760><c> Men</c><00:40:48.079><c> 5</c>
[00:41:04,560] sal<00:41:05.000><c> Guarulhos</c><00:41:05.480><c> uma</c>
[00:41:07,030] sal Guarulhos uma
[00:41:07,040] sal Guarulhos uma
[00:41:07,040] bo7<00:41:08.040><c> ingressou</c><00:41:09.240><c> 250</c><00:41:10.240><c> gastou</c><00:41:10.440><c> pouco</c><00:41:10.760><c> heem</c><00:41:11.760><c> Ruz</c>
[00:41:12,550] bo7 ingressou 250 gastou pouco heem Ruz
[00:41:12,560] bo7 ingressou 250 gastou pouco heem Ruz
[00:41:12,560] nvo<00:41:13.560><c> vai</c><00:41:13.680><c> manter</c><00:41:14.040><c> antes</c><00:41:14.280><c> da</c><00:41:14.440><c> jul</c>
[00:41:37,520] 1<00:41:38.040><c> Men</c><00:41:38.400><c> 5</c><00:41:39.240><c> í</c><00:41:39.520><c> e</c><00:41:39.640><c> Alfa</c><00:41:39.839><c> na</c><00:41:39.920><c> Alfa</c><00:41:40.160><c> de</c>
[00:41:41,270] 1 Men 5 í e Alfa na Alfa de
[00:41:41,280] 1 Men 5 í e Alfa na Alfa de
[00:41:41,280] Hotel<00:41:42.280><c> Alfa</c><00:41:42.680><c> na</c><00:41:42.839><c> Alfa</c><00:41:43.119><c> de</c>
[00:41:48,280] Hotel<00:41:49.560><c> Sol</c><00:41:50.960><c> 333</c><00:41:51.960><c> Agora</c><00:41:52.160><c> sim</c><00:41:52.599><c> pronto</c><00:41:52.839><c> pro</c>
[00:41:53,190] Hotel Sol 333 Agora sim pronto pro
[00:41:53,200] Hotel Sol 333 Agora sim pronto pro
